RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3821,15244872,Garcia,472,Spain,other,53,2.0,178395.0471493644,1,99,1,129261.30165390951,0
3822,15274717,Jones,395,unknown,other,58,4.0,146673.57394210424,1,99,0,49342.629419269026,0
3823,15058703,Muller,717,Germany,Male,23,10.0,225299.46724438228,1,99,1,34796.087430708205,0
3824,15049259,Garcia,808,France,Female,65,3.0,74887.53752124835,2,99,0,48395.9581986917,1
3825,15205913,Muller,704,Spain,other,29,0.0,196045.84878430478,4,1,0,138149.499716754,1
3826,15855950,Muller,327,Germany,other,69,2.0,212490.88012075672,4,0,0,178053.92508059661,1
3827,15397511,Garcia,632,Spain,other,31,8.0,80275.58425915206,4,0,1,15353.002991792451,0
3828,15596133,Brown,328,Spain,other,24,5.0,55275.11039095509,1,99,0,53867.63578162745,1
3829,15264654,Garcia,703,Germany,Male,61,6.0,124425.65158373622,3,1,0,47166.80471044582,1
3830,15754187,Jones,775,Germany,other,41,6.0,61625.88689605266,1,1,1,177263.46621569534,1
3831,15168633,Lee,666,France,Female,54,,13102.888803835967,1,0,1,194701.5311899257,1
3832,15154792,Muller,416,France,Male,28,1.0,86926.51677762147,1,0,0,71889.4107931347,0
3833,15064990,Muller,470,Spain,Male,53,5.0,166838.3029190632,4,1,1,157879.62761822363,1
3834,15557242,Jones,556,Spain,other,66,4.0,59096.31112465139,2,0,0,18243.752653729007,0
3835,15253124,Williams,320,France,other,39,10.0,178889.06885071055,2,1,1,64912.243163008985,1
3836,15204726,Jones,689,Germany,other,27,7.0,58809.18397690639,4,99,0,54252.51907122138,1
3837,15575223,Lee,406,unknown,Male,53,3.0,230633.43102091708,1,99,1,78544.60760586975,0
3838,15901597,Garcia,752,unknown,other,69,4.0,163003.53210387158,1,1,1,151808.2859044776,0
3839,15235193,Smith,543,France,Male,31,5.0,240219.5354276295,1,99,1,9809.018492888625,1
3840,15774875,Smith,392,France,Male,63,0.0,80801.64149483806,4,1,1,196273.17234182046,0
3841,15353628,Jones,379,Spain,other,20,4.0,87397.1825645578,3,99,1,188302.887103207,0
3842,15385290,Williams,565,Spain,Female,31,7.0,29641.58588478793,4,1,0,129216.47500212699,0
3843,15685976,Lee,609,Spain,other,36,,52514.34899026227,4,99,1,52421.67092860198,0
3844,15165345,Garcia,661,Germany,Male,43,3.0,85198.25593526679,2,1,1,139087.96982707185,1
3845,15661911,Muller,802,unknown,Female,68,9.0,71424.92753751253,4,1,1,72334.01422175097,0
3846,15752255,Lee,709,France,Female,22,6.0,221133.76206625908,2,99,0,150203.44164937912,0
3847,15680117,Kim,806,unknown,other,69,5.0,235333.99133913082,2,0,1,33833.44066481493,1
3848,15198116,Kim,402,France,Male,56,1.0,112172.84548612601,3,99,1,126668.44075121531,0
3849,15401579,Williams,678,Germany,other,54,1.0,110924.47293981526,2,0,1,40821.91374693395,1
3850,15266102,Muller,510,unknown,Male,58,10.0,202952.17509395783,2,1,0,181952.1287446261,0
3851,15063241,Williams,640,unknown,other,34,2.0,47290.874443480534,3,99,0,156680.00308280965,1
3852,15990054,Brown,437,unknown,other,28,4.0,109206.88282602842,4,0,1,70245.28943897405,1
3853,15622942,Smith,347,unknown,other,67,6.0,171995.31745660707,2,1,1,173454.71021925058,0
3854,15310049,Garcia,594,Spain,Male,19,3.0,83028.45737758117,4,99,1,23505.933473915433,0
3855,15447330,Williams,757,Spain,Female,21,0.0,129856.75019987534,3,0,1,26810.3378391883,1
3856,15133477,Garcia,332,Germany,Female,29,3.0,198404.93298377673,3,0,0,45436.72914967822,0
3857,15685138,Muller,606,Spain,other,54,3.0,15491.077352241107,3,0,0,197155.3506631852,0
3858,15770380,Lee,725,France,Male,28,6.0,211155.556660102,1,1,0,182762.8671318655,0
3859,15175221,Kim,661,unknown,Female,52,7.0,200058.71311363234,3,99,0,180576.2295800637,0
3860,15555429,Lee,452,unknown,Male,29,6.0,51335.81624712421,3,1,0,114639.57457838599,0
3861,15834620,Williams,781,France,other,22,10.0,69384.65039150437,4,1,0,73139.2138946224,0
3862,15087429,Muller,721,Spain,Female,43,7.0,98549.83746267072,3,99,1,173038.79447488303,1
3863,15415192,Smith,612,Germany,Female,63,2.0,172702.76613452664,1,0,0,156313.7203406644,1
3864,15082483,Brown,429,France,Male,62,6.0,180484.27041604617,1,0,1,16823.14954557516,0
3865,15872595,Garcia,802,Germany,other,19,9.0,92541.37722027392,2,99,1,157094.19022743634,0
3866,15976522,Jones,684,Spain,Female,49,6.0,13212.858614265424,4,99,1,174480.26023001692,0
3867,15580918,Smith,454,unknown,Male,60,3.0,167894.56928938976,2,1,1,125121.01566444866,1
3868,15033373,Kim,475,Germany,Female,69,5.0,44963.25755272471,3,1,0,5638.451177200373,0
3869,15062641,Lee,678,Germany,Female,51,1.0,137728.7845705342,3,0,1,31040.404360075285,0
3870,15000154,Muller,709,France,Male,63,0.0,59600.01785640569,3,0,0,10162.397301111452,1
3871,15928656,Brown,745,Germany,other,40,4.0,67367.62011499364,1,0,0,63712.43784008049,0
3872,15974316,Lee,806,Spain,Male,23,1.0,120687.53395976017,2,0,0,34935.12015492561,1
3873,15616523,Muller,822,Spain,Male,35,4.0,38749.9185840091,3,1,0,157194.1021724076,1
3874,15446254,Jones,707,Germany,Male,26,1.0,,3,0,1,124925.1496442407,1
3875,15701515,Williams,477,Spain,Female,42,9.0,46700.34134603417,4,1,1,109039.85500986608,0
3876,15897434,Brown,476,unknown,Male,67,4.0,108896.00947413739,1,0,0,120429.60190305476,0
3877,15073792,Lee,440,unknown,other,43,9.0,179575.5938880696,2,99,0,151805.29203775327,1
3878,15291738,Brown,699,unknown,Female,34,10.0,141932.30077442626,4,0,0,188036.71109659728,0
3879,15010427,Brown,304,unknown,Male,51,4.0,121618.2658876559,3,99,1,145778.19765146848,0
3880,15589062,Williams,425,unknown,Male,61,9.0,73069.82619423575,4,0,1,14670.17002206385,0
3881,15552529,Kim,321,Germany,other,43,6.0,226127.05662943158,3,99,0,182760.90464985228,1
3882,15928651,Kim,654,Spain,other,56,7.0,94658.73377978477,1,0,0,178038.0892318556,1
3883,15929872,Brown,483,Germany,Male,22,5.0,195009.95006560726,3,99,1,148064.0682906056,0
3884,15086323,Muller,347,Germany,other,29,10.0,38275.417143914856,2,99,1,173095.7843481581,1
3885,15545680,Smith,817,unknown,other,29,9.0,198945.92210939582,1,99,1,180413.05946594162,0
3886,15019149,Kim,340,Spain,Female,51,10.0,,3,0,0,163200.85749644626,0
3887,15487310,Garcia,751,France,Female,68,7.0,15323.435184688098,3,1,0,111481.75711868686,0
3888,15034779,Garcia,590,unknown,Female,31,5.0,85872.46512948991,4,1,1,179127.16413865876,1
3889,15068059,Garcia,543,France,Male,20,8.0,66320.19237725735,1,1,1,146593.77189783994,0
3890,15433343,Williams,842,Germany,Male,54,7.0,197260.86670037004,4,1,0,98894.00623989366,0
3891,15875106,Brown,429,France,other,27,8.0,219471.5038655451,1,1,0,147778.20685960102,0
3892,15448410,Lee,509,unknown,other,58,9.0,7160.576753672218,1,1,1,95110.87090207353,1
3893,15081403,Brown,816,Spain,Male,67,2.0,191167.48974721343,3,1,0,158805.11101196872,1
3894,15328431,Smith,710,Spain,Male,30,1.0,93774.68724856868,2,1,0,198352.01750281584,1
3895,15827432,Smith,828,France,other,29,6.0,41195.28859807928,2,0,1,25998.736082021267,0
3896,15581774,Muller,771,Spain,Male,30,2.0,81010.40565535048,2,1,0,124406.87053569203,0
3897,15010547,Muller,422,unknown,Female,27,5.0,60202.230885734825,3,0,1,183955.2933472779,0
3898,15986405,Muller,706,unknown,Male,28,8.0,63150.23779139025,1,1,0,146236.0250120701,1
3899,15636832,Muller,770,Spain,other,24,5.0,175522.82539958644,2,1,0,125112.36496486884,0
3900,15486435,Kim,792,unknown,Female,42,7.0,35851.886087697036,1,1,1,59480.12353567557,0
3901,15478726,Smith,654,Germany,Female,32,3.0,222412.85714083796,2,99,1,,0
3902,15217837,Smith,407,Germany,Female,29,6.0,3290.148158635558,4,99,1,158723.12592538472,1
3903,15638041,Jones,489,unknown,other,67,0.0,46930.652496714174,1,0,0,126546.20322876112,1
3904,15150087,Williams,607,Germany,other,59,10.0,138937.38140486527,3,99,0,32667.91957118375,1
3905,15726482,Smith,460,Spain,Female,63,9.0,175650.91411765877,4,0,1,163955.60183372707,1
3906,15730435,Muller,738,Germany,other,37,7.0,165651.56383475952,2,99,1,24857.108967970427,1
3907,15826104,Jones,351,unknown,Female,36,4.0,148953.0187908465,4,0,0,113726.47660498184,1
3908,15840969,Kim,438,Germany,Female,38,3.0,240106.5129965027,3,0,1,130798.21158915455,1
3909,15494220,Williams,747,Spain,other,63,0.0,91177.88349443996,2,0,0,165403.57742410456,1
3910,15210708,Brown,644,unknown,Male,55,6.0,9321.602171549193,2,99,0,148491.4672933504,0
3911,15795023,Garcia,404,Germany,Female,69,8.0,241715.3308870983,1,1,0,153029.6638428761,1
3912,15413639,Jones,748,France,Male,62,10.0,,3,1,0,42970.18735615119,1
3913,15616153,Muller,366,Germany,other,30,9.0,246743.54384840946,3,1,1,15061.31208277146,0
3914,15880191,Jones,534,unknown,Male,63,7.0,234754.33403106948,1,1,1,164846.02858252925,0
3915,15894258,Kim,639,unknown,Female,20,2.0,219373.13097071394,1,0,1,69568.05744846958,0
3916,15850553,Smith,361,France,other,56,6.0,210870.7583721715,1,1,0,38136.46457178343,0
3917,15024999,Kim,415,Spain,other,35,,214038.79707311984,4,1,0,182721.71802893962,0
3918,15711379,Brown,456,Spain,Male,32,8.0,104740.28791990243,3,1,1,180230.5501696204,0
3919,15755824,Garcia,611,Spain,other,68,0.0,43378.39407165914,1,1,1,62242.674269086914,0
3920,15030335,Lee,563,Spain,other,48,10.0,198662.01287155057,2,0,1,140319.24973787056,0
3921,15181182,Muller,375,Germany,Female,18,4.0,168645.51283738602,1,0,1,149606.78224092067,0
3922,15904194,Jones,326,France,Male,46,6.0,25409.207507141266,1,1,0,176210.8240539111,1
3923,15307914,Jones,755,Germany,Male,57,5.0,4925.296462316839,4,99,1,170682.5131664021,1
3924,15791874,Brown,464,Germany,Male,67,9.0,183454.53833984054,1,99,0,109014.8731382876,0
3925,15757139,Garcia,659,Germany,other,22,5.0,90726.13259108349,2,1,1,85766.85762966187,0
3926,15141730,Williams,757,Spain,Female,26,1.0,210683.18295364096,1,0,1,75487.3303037871,1
3927,15865836,Smith,486,Germany,Female,27,7.0,241744.39468313634,3,0,0,24387.837842605008,0
3928,15117131,Lee,582,France,other,39,7.0,43223.31748831389,4,1,0,197278.44530709673,0
3929,15581399,Muller,794,Spain,Female,52,1.0,241784.06739265987,4,0,1,190414.93342397554,1
3930,15660687,Garcia,343,unknown,Male,27,9.0,36029.56360530895,2,0,1,111961.74702992811,1
3931,15398246,Muller,374,France,Female,46,5.0,21530.75054606553,1,1,1,39627.26590267817,0
3932,15318547,Muller,305,Spain,other,22,7.0,144355.7396020612,3,0,0,164443.42032216248,1
3933,15970967,Muller,842,Germany,Female,63,2.0,221775.67135639273,2,1,1,177707.19506369834,1
3934,15494655,Lee,804,Spain,Female,57,10.0,179870.02720640705,4,1,1,184403.3736103125,1
3935,15639799,Williams,306,France,other,46,10.0,55465.643415605184,1,0,0,127703.24519566704,1
3936,15452927,Jones,685,Spain,Female,27,0.0,3620.9922199123853,2,99,0,109432.42210513083,0
3937,15295968,Jones,825,France,Female,27,0.0,172925.01367030913,1,1,0,185075.07832841083,0
3938,15700610,Smith,623,France,Male,61,4.0,95035.57103583882,4,0,0,51542.83628999715,1
3939,15501392,Williams,560,France,other,24,0.0,156194.07020504354,2,1,1,78930.22117219953,1
3940,15017091,Williams,453,unknown,Male,66,10.0,21436.232768013066,1,99,0,100644.3487347018,0
3941,15256612,Smith,840,Spain,Male,24,1.0,112297.04423543949,3,1,0,186028.41351129976,0
3942,15004247,Kim,838,France,Male,20,10.0,42413.682124042854,4,99,0,33535.3660709955,0
3943,15229647,Williams,421,Germany,other,32,8.0,15641.85122502395,3,0,1,198714.08167872106,0
3944,15800463,Muller,844,Spain,other,26,4.0,,2,0,0,178642.3036866723,0
3945,15189025,Muller,841,France,Male,46,6.0,72439.31900076485,2,99,0,72441.12880271854,1
3946,15747732,Kim,400,unknown,Male,46,4.0,107200.51114262773,1,99,0,115625.9551157828,1
3947,15881089,Jones,601,France,Female,49,5.0,168848.3304724809,3,1,0,164002.06377287334,0
3948,15032587,Williams,319,Germany,other,53,9.0,159.06762400167912,3,99,1,53563.080170087975,0
3949,15661630,Williams,426,unknown,Male,23,0.0,180998.7837142095,2,99,1,14370.390720181447,0
3950,15220532,Smith,610,Spain,Female,62,0.0,41624.970514926084,2,1,1,160465.96186806774,1
3951,15004645,Williams,395,France,Male,31,1.0,163750.8106481414,3,0,0,77608.9512583966,0
3952,15783259,Kim,367,unknown,Female,21,5.0,132882.43494128823,4,0,1,131434.0599516208,1
3953,15111267,Smith,487,Spain,other,45,2.0,105040.66458984706,2,99,0,150637.08054119267,1
3954,15053490,Smith,336,Spain,Male,44,1.0,49779.73944651941,2,99,1,100106.93599308428,1
3955,15869633,Williams,554,Germany,Female,28,4.0,194167.87557369986,2,99,0,,0
3956,15811030,Garcia,718,unknown,Male,65,3.0,132081.07498633186,3,99,1,49372.28700408983,1
3957,15750038,Smith,513,France,Female,61,0.0,180924.9576992711,2,0,0,14067.253421162859,0
3958,15269604,Kim,705,Spain,other,31,10.0,233882.21053617907,1,1,0,,1
3959,15979110,Williams,537,unknown,other,68,1.0,62308.582531189626,3,99,1,100206.76368363146,0
3960,15008705,Williams,705,France,other,33,3.0,127683.87835671316,4,99,0,15332.09822896,1
3961,15325439,Lee,564,France,other,42,4.0,243588.9733449462,3,0,0,156220.66504041204,1
3962,15736208,Jones,571,France,Female,53,10.0,154300.78895723406,2,1,1,13633.215107209799,1
3963,15269971,Lee,809,Germany,other,31,0.0,220390.40240521956,3,99,1,93404.39052872249,1
3964,15798374,Williams,478,Germany,Female,45,,165596.96134450976,3,1,0,113482.61803664811,0
3965,15012491,Garcia,768,unknown,Female,24,6.0,110729.42658877144,1,99,1,46671.9471377789,0
3966,15322859,Muller,756,Germany,Male,34,10.0,194196.2555781915,2,99,1,19519.74496580567,0
3967,15553405,Williams,823,unknown,other,68,4.0,201634.8754530753,3,0,0,35278.32348900596,0
3968,15523562,Brown,843,France,other,52,8.0,225129.5687818348,4,99,0,139057.6368662271,1
3969,15007143,Kim,355,Germany,Male,40,4.0,206307.21709935027,2,0,1,106647.282784168,0
3970,15427874,Williams,479,unknown,Male,19,4.0,197316.5186612929,2,0,1,71650.86284441264,0
3971,15566181,Smith,558,France,Male,60,4.0,107774.75113750689,3,0,1,171249.1093464962,0
3972,15955098,Muller,743,Spain,other,37,2.0,199405.94645052621,3,99,0,79498.60978494449,0
3973,15043887,Jones,648,France,other,42,6.0,62312.05602312077,3,0,1,114568.59996946403,1
3974,15403249,Kim,791,France,Female,29,0.0,201383.22758094638,1,0,1,102458.83370632179,0
3975,15941093,Williams,802,Germany,Female,31,4.0,152168.1750669995,1,0,0,105380.98854059252,1
3976,15078367,Smith,320,unknown,Female,43,8.0,201680.3088728101,2,99,0,63707.221201304594,1
3977,15561934,Smith,307,unknown,Female,52,10.0,242992.83189940214,4,0,0,119882.87428070692,0
3978,15990965,Lee,495,Spain,Male,29,3.0,141564.02683527922,4,99,0,149943.73573892974,0
3979,15960077,Brown,434,France,other,45,4.0,72966.5624907949,3,0,1,126270.07873934339,1
3980,15180340,Lee,839,Germany,other,53,5.0,82798.60951792535,2,0,1,58775.15014119984,1
3981,15712960,Kim,502,Spain,Female,63,8.0,127394.80590144217,2,99,1,153376.5870142293,0
3982,15350985,Smith,404,Spain,other,26,2.0,51178.03579823021,1,1,0,78803.41086661517,0
3983,15500170,Kim,317,France,other,64,4.0,213089.70023841487,2,0,0,66553.73743086775,0
3984,15691320,Lee,583,unknown,Female,65,0.0,77123.92937780947,4,99,0,5246.320228515047,1
3985,15197623,Garcia,649,unknown,other,59,8.0,89326.59405285459,1,0,0,51323.84759520272,0
3986,15631213,Brown,690,unknown,Male,43,0.0,67701.21720237241,2,99,0,53540.54456822654,0
3987,15552612,Brown,414,Spain,Female,22,2.0,31079.000598358194,1,1,1,144281.64234777066,0
3988,15080140,Muller,802,France,Female,35,3.0,184165.75798634294,1,1,0,77620.55952205684,1
3989,15313081,Williams,401,France,other,64,3.0,233765.32651085308,1,1,0,73901.8475745685,1
3990,15959236,Jones,341,unknown,Female,44,3.0,33507.13738158388,1,99,1,120576.27518416382,0
3991,15375037,Jones,391,France,Male,55,10.0,202184.52471437003,4,99,1,85169.23649307332,1
3992,15330685,Williams,377,Spain,Male,69,4.0,198729.9862401627,3,1,1,3226.0601875747047,0
3993,15635431,Smith,650,Germany,Female,29,1.0,121410.43379743618,1,1,1,40666.74035980204,0
3994,15705760,Smith,356,Germany,Male,53,10.0,11466.815366547555,2,1,0,36605.42802727305,0
3995,15667450,Kim,725,France,Male,57,3.0,53549.60231111664,3,1,1,43286.26597397866,0
3996,15128298,Brown,772,France,Male,50,6.0,131212.8644313685,3,99,1,105883.80241385972,1
3997,15230257,Smith,666,France,Male,20,0.0,102979.97550059958,4,0,1,150699.6463610759,1
3998,15349701,Muller,389,Spain,Male,29,2.0,234499.04254505946,3,1,1,96285.19773037336,1
3999,15595624,Lee,727,Germany,Female,57,9.0,242045.35275579136,3,99,0,,0
4000,15148163,Garcia,526,Germany,other,65,2.0,26575.17559363394,4,0,1,,0
4001,15578178,Brown,392,unknown,Female,23,7.0,59710.34042978685,2,1,1,120523.69476027109,0
4002,15867701,Garcia,469,unknown,Female,51,0.0,169961.6811098042,3,99,1,39010.18238148071,0
4003,15493564,Lee,461,France,Male,50,6.0,181938.30084059376,1,0,1,58877.296227997635,0
4004,15356312,Jones,833,France,Female,60,8.0,179139.90223498887,4,1,0,28540.62357071498,0
4005,15948753,Garcia,784,Spain,Female,49,2.0,166420.2092509441,4,1,0,40383.5761080831,1
4006,15352666,Garcia,354,France,other,56,1.0,141766.85964998463,3,0,1,108673.51897433162,0
4007,15433528,Lee,300,France,other,48,10.0,184205.43912705715,2,0,1,17677.125785320677,0
4008,15398693,Smith,614,Germany,other,45,7.0,115206.8217942646,1,99,1,49801.30359394201,1
4009,15710878,Williams,376,Germany,Female,36,9.0,107240.88317895807,1,0,1,139408.53799438995,1
4010,15208129,Garcia,789,unknown,Female,68,6.0,19968.565032141832,4,99,1,130660.91660644875,1
4011,15833354,Brown,692,France,Female,23,10.0,32910.98162516695,2,0,0,107919.47387249676,0
4012,15227374,Kim,442,Germany,Female,33,2.0,159400.09655603027,2,99,0,23952.582375903286,0
4013,15842054,Kim,446,France,Male,30,0.0,166114.6308910458,3,0,0,159109.6192414246,0
4014,15074136,Williams,764,unknown,other,38,5.0,,3,0,0,158723.064790615,0
4015,15025711,Lee,377,unknown,Male,44,5.0,142173.6683769499,1,1,1,2543.4404329687886,0
4016,15008989,Jones,767,Spain,other,68,3.0,228597.81903441754,2,1,1,40069.10616227517,1
4017,15131123,Brown,428,France,other,36,10.0,3442.9236330440367,4,1,1,6430.391762722466,0
4018,15987579,Jones,369,Spain,Female,62,7.0,195476.33709705988,1,1,0,180830.35121300962,1
4019,15285670,Williams,615,Spain,Male,52,10.0,52126.913655244076,3,0,1,192842.6914541954,1
4020,15935785,Lee,615,Spain,other,34,5.0,130943.64220998267,1,0,0,45190.9158821046,0
4021,15678323,Kim,526,France,Female,34,7.0,178198.3276761048,3,1,0,153965.805321259,1
4022,15265098,Jones,373,France,Female,55,2.0,135418.42239695787,4,0,1,74662.51560624473,0
4023,15608917,Kim,616,Spain,other,42,1.0,73243.46137038102,2,0,1,30038.095669452687,0
4024,15522349,Garcia,419,Spain,Male,55,2.0,5336.40498734804,3,1,1,167344.6419071777,1
4025,15090186,Kim,816,unknown,other,31,9.0,5332.686081012867,2,1,0,185888.82885509313,1
4026,15192204,Garcia,498,France,other,56,8.0,244725.09746906642,3,0,0,179554.82539500986,1
4027,15763951,Williams,619,Spain,other,21,5.0,237274.8555770997,1,99,1,59157.70531481206,0
4028,15115264,Brown,376,France,Female,54,3.0,15852.046871686982,1,99,1,16434.7278037087,1
4029,15614953,Muller,567,Spain,Male,21,1.0,106102.63280966513,1,1,1,197554.06492583774,0
4030,15860784,Brown,321,unknown,Male,45,3.0,220009.0787583205,4,99,0,71248.47640589612,0
4031,15184635,Smith,784,Germany,Female,23,8.0,98246.41651946766,4,1,1,198458.28444827133,0
4032,15413438,Smith,394,France,Male,68,3.0,,1,0,1,62136.22751749279,0
4033,15098160,Garcia,316,Spain,other,38,4.0,244501.73790312672,1,0,0,102754.89075172038,0
4034,15617998,Kim,505,France,Female,50,6.0,151370.41877265187,2,1,0,16205.73965745483,1
4035,15907214,Muller,495,France,other,43,4.0,99773.51205859822,2,0,0,119007.08269833794,0
4036,15711632,Garcia,521,Germany,Female,49,9.0,222403.57536635268,1,1,1,194682.13904328863,1
4037,15339623,Smith,356,unknown,Female,55,1.0,8655.830693518403,3,1,1,40995.527399193714,0
4038,15670134,Kim,600,unknown,other,37,3.0,58623.66832284423,1,1,1,150476.52025241478,0
4039,15947710,Brown,522,Spain,Female,58,8.0,53756.55670310507,1,1,1,138555.4982023275,1
4040,15477457,Brown,698,France,Female,40,3.0,132743.9968333656,1,99,1,161463.7221798488,1
4041,15548972,Brown,619,Spain,other,53,8.0,145880.7971003499,2,0,0,152352.76212809255,1
4042,15385663,Lee,727,Germany,Male,33,9.0,54712.644780524475,3,1,1,64639.912224986845,0
4043,15518490,Williams,761,France,other,48,2.0,75187.5705854105,4,0,1,137334.15142854786,0
4044,15323111,Garcia,760,Germany,Male,40,1.0,37858.299728622456,1,0,1,24421.34722100392,0
4045,15181178,Jones,666,unknown,Female,67,3.0,37711.408044172305,2,0,0,106764.38791080892,0
4046,15879477,Lee,673,France,Female,39,10.0,,1,99,1,146009.0321895386,0
4047,15602503,Kim,375,unknown,other,42,7.0,17020.685760759523,4,99,0,65477.36854446676,0
4048,15763486,Brown,757,Spain,Female,37,7.0,43022.06322263257,1,99,1,79165.43807831641,0
4049,15318046,Jones,462,unknown,other,53,4.0,112780.04831016973,2,0,1,147332.8881548055,1
4050,15698212,Williams,462,Spain,other,25,5.0,144551.40920114907,3,1,1,198258.11001928378,1
4051,15818415,Garcia,428,unknown,Male,21,3.0,222223.23631388604,2,1,0,62213.82533371575,0
4052,15352939,Smith,544,France,Female,51,8.0,113771.09067255583,2,1,0,145477.38373252912,1
4053,15746403,Muller,454,France,other,23,4.0,191839.20854939413,4,0,0,84216.85848217057,0
4054,15374397,Smith,645,unknown,Male,44,6.0,244670.72529366866,2,0,1,140800.87172157323,1
4055,15249103,Muller,841,unknown,Female,45,9.0,142072.8130365089,1,99,1,131542.28212807621,1
4056,15243622,Garcia,592,Germany,Male,37,6.0,238384.9949938371,4,99,0,96093.85030906684,0
4057,15673050,Williams,575,Spain,Female,49,6.0,59108.67258111823,4,99,0,84510.61856836209,0
4058,15093338,Brown,808,Germany,Male,50,4.0,140469.89146414265,2,1,1,152640.2736978288,1
4059,15550329,Kim,697,Germany,Female,37,7.0,54909.00214846998,4,99,1,169756.74249604568,1
4060,15751429,Jones,616,unknown,Female,36,1.0,225789.93348032847,3,1,1,100856.53424024937,0
4061,15253125,Garcia,660,Germany,Female,23,4.0,14806.978388578218,4,0,0,192881.44633502114,0
4062,15183360,Kim,377,Spain,other,57,4.0,38492.83882795712,3,1,0,103457.35704744096,1
4063,15826109,Lee,452,Germany,Female,31,6.0,42101.52670241884,4,1,1,107847.32117668,0
4064,15545774,Kim,730,Germany,Female,59,5.0,93665.71388414018,1,1,1,20717.265549057705,1
4065,15491149,Jones,472,France,Female,44,5.0,53784.54805567017,2,1,1,93384.60076457774,1
4066,15927932,Lee,526,unknown,other,33,7.0,239798.8631359837,1,1,1,160151.39010566764,1
4067,15007820,Kim,711,Germany,other,32,8.0,151153.0260980031,4,99,1,163521.67054112075,0
4068,15964776,Garcia,564,Spain,Male,54,6.0,178323.15471934207,3,0,0,110476.60784895666,0
4069,15330405,Garcia,837,Germany,Female,26,10.0,68664.59325268999,3,99,0,195169.6607533439,1
4070,15524685,Brown,803,France,Female,50,5.0,11086.341149508176,3,99,1,67103.65335224324,0
4071,15176804,Williams,441,France,Female,40,1.0,26476.854066125303,4,1,0,172182.50150418727,1
4072,15351577,Muller,382,Germany,Female,62,7.0,157849.43539579815,2,1,1,122778.29008204203,0
4073,15623761,Jones,767,unknown,Female,69,3.0,204132.9580274204,1,1,0,12285.662430376078,0
4074,15064514,Lee,538,France,Female,67,6.0,71552.57320323068,4,0,0,4785.838418860475,0
4075,15921150,Garcia,629,unknown,other,21,9.0,61084.78960417228,3,0,0,48332.5972262366,0
4076,15310059,Brown,683,Spain,Male,50,9.0,106807.1597191326,2,0,0,51439.01550087089,0
4077,15763597,Smith,805,Spain,Male,66,2.0,172443.39069267834,4,99,0,138697.3822775311,0
4078,15160343,Lee,300,France,other,44,2.0,23436.14411712814,3,0,0,20412.043211899476,0
4079,15013504,Jones,650,Spain,Female,60,5.0,219217.79215640583,2,1,0,154993.04594755717,0
4080,15050783,Muller,448,unknown,Female,25,9.0,,4,0,1,153138.58643385413,1
4081,15637783,Brown,711,France,other,41,1.0,178795.28844013088,4,0,1,45940.603314862645,1
4082,15947721,Brown,685,Spain,Female,62,0.0,199406.17708327595,1,0,1,36004.20558968284,0
4083,15290814,Lee,444,Germany,Male,63,10.0,135508.59609643221,4,1,0,120877.67418561228,1
4084,15372511,Lee,834,unknown,Male,33,3.0,77712.75775669611,4,99,1,54174.28209486663,1
4085,15427768,Brown,308,unknown,Female,61,5.0,43394.53895077355,1,0,0,113251.8973331813,0
4086,15877961,Jones,611,France,other,42,7.0,29703.52761105427,3,0,0,72902.69206096113,0
4087,15237283,Jones,554,unknown,Male,59,2.0,72977.92493270212,4,0,0,182616.52094930512,0
4088,15605337,,776,France,other,61,5.0,135414.32524318952,3,1,1,64785.30853635534,0
4089,15554054,Smith,731,Germany,Female,46,3.0,207097.42863000024,1,99,0,23449.373562246627,1
4090,15255500,Kim,763,France,other,34,10.0,205550.72912469305,1,99,0,178704.32360496683,0
4091,15647049,Garcia,321,Spain,Male,41,7.0,134802.45521440572,1,1,1,59157.2039390758,0
4092,15990603,Lee,672,Spain,other,18,8.0,204062.32148200565,2,0,1,87876.58289795203,0
4093,15384396,Kim,600,Spain,Female,44,7.0,9219.626472109569,1,0,0,13330.71248169668,1
4094,15195314,Jones,461,unknown,Female,65,1.0,211124.86472541565,3,0,1,37199.68802485069,0
4095,15410878,Muller,467,France,Male,26,10.0,47174.58752214377,4,0,0,20773.234246710956,0
4096,15276543,Smith,747,Germany,Male,21,5.0,57985.76007178982,3,0,1,180185.181042141,0
4097,15239926,Brown,380,Spain,other,24,3.0,64635.79859431901,2,1,0,71821.69385457676,1
4098,15611021,Lee,434,France,Male,46,8.0,1474.92444706154,2,99,0,199506.66432571044,0
4099,15330884,Williams,604,Spain,Female,21,4.0,112168.30918682995,4,99,1,93863.876255638,0
4100,15658295,Muller,441,Germany,other,63,4.0,231706.87480834604,2,99,1,49148.72803626732,1
4101,15275358,Brown,457,France,Female,31,6.0,131693.1823230196,1,1,0,116529.03773351568,1
4102,15731882,Smith,485,unknown,Male,45,9.0,,3,1,0,94683.80280260954,1
4103,15269332,Smith,403,France,Female,68,3.0,71417.02499518954,3,0,1,138380.99277766334,1
4104,15163208,Jones,781,Germany,Female,54,5.0,101647.92247397223,3,99,1,1520.036344274588,0
4105,15203831,Smith,711,France,Male,38,,166474.95457214882,2,1,1,190354.49097237556,0
